E	pcent	pcent01	pcent02	pcent03	pcent04	pcent05	pcent06	pcent07	pcent08	pcent09	pcent10	pcent11	pcent12	Sgeo
4.516005	9.75670890594779	9.79336288980318	9.51507971366942	10.0479605628145	10.3145820135165	9.85109031290609	9.53594801256652	9.39957230263686	9.52658653094707	9.45541663878628	9.31170280051753	10.1733357924511	10.3367687740033	19080010
5.037543	9.01251842134834	9.05718407619086	8.80887935567377	9.30588156985121	9.53333966603883	9.0916786153289	8.79753971660172	8.65258072665793	8.77340145731011	8.73342977431129	8.6076400779854	9.40799781777603	9.55414340930868	19080010
5.619312	8.29985926396036	8.34902321649211	8.12841887502546	8.59229869181706	8.78523800083144	8.36889276543544	8.08950978453058	7.94406858791234	8.06059857564238	8.04220320015638	7.93177205160012	8.6701090897841	8.80000124508974	19080010
6.268267	7.62134593126916	7.66751369761365	7.47729200792105	7.90997766175235	8.07316053481172	7.68416232797621	7.41473974011101	7.27928381594768	7.3927249213713	7.38531339649525	7.28586728757106	7.96049713208116	8.07670337650418	19080010
6.992167	6.97791509470944	7.01183256419203	6.8566155301697	7.2604576898518	7.39929378299815	7.03660359003608	6.77945226811557	6.65740158228078	6.76848931717823	6.76391729361756	6.66983478270615	7.28223369208418	7.38409339617798	19080010
7.799669	6.36912334689757	6.38732271024875	6.26229930257993	6.64186943848105	6.76406666707039	6.42593838244484	6.18305451855966	6.07653940584948	6.18193410003735	6.17862933462573	6.08420177573716	6.63633070585143	6.72505360804016	19080010
8.700426	5.79363247762991	5.79460127318735	5.69548484479979	6.05084083574559	6.16431512001456	5.85034928990873	5.6214950940802	5.53194742554937	5.63096931578194	5.62826064219075	5.52896503043706	6.02697550502872	6.09905646795792	19080010
9.705208	5.24935293473608	5.23384102867487	5.15807785677553	5.48874441256372	5.5965612615543	5.3051244345469	5.0903776810717	5.01741751568845	5.11218592188444	5.10837878564148	5.00539505889604	5.45309978748094	5.50504576344469	19080010
10.826029	4.73285194546783	4.69918645506753	4.65286246166296	4.95724942316264	5.05871853812391	4.78931765365254	4.58628447566129	4.52755288995966	4.621474902277	4.61640049784136	4.50587352807969	4.90720937565861	4.93631780059206	19080010
12.07629	4.24208398687878	4.1878538720799	4.17524275143223	4.45768714354048	4.5513385308734	4.29977762067789	4.11315899691904	4.06358870995088	4.15568710405518	4.14762050170217	4.02808496378234	4.38201278476794	4.38843835893808	19080010
13.470939	3.77576006467668	3.69737927128606	3.72179491236889	3.98778698009261	4.07320757189257	3.83656163404405	3.66525855798367	3.62514535963707	3.71474990550593	3.69926599904995	3.57602704782962	3.87594173297588	3.86111789804198	19080010
15.026652	3.33163735742294	3.22824150331342	3.28787496201188	3.54092716847881	3.62109268634943	3.39495447706629	3.23544785998369	3.20902372686203	3.29507601484259	3.27094488121716	3.14890150212101	3.39040366608418	3.36195043544089	19080010
16.762028	2.90915722477358	2.7838264181396	2.8703223150431	3.11526376302767	3.190668583484	2.97454649227373	2.82442342541359	2.81187493972907	2.89600738107954	2.8627911431951	2.74508040305042	2.92984305303302	2.892258958676	19080010
18.697817	2.50640248984886	2.36434441280563	2.46990058279141	2.70596874606696	2.77890318300014	2.56926184443086	2.43435890516069	2.43033523195896	2.5127926582959	2.46683223866769	2.36218870407524	2.49858445348354	2.45700255944576	19080010
20.857164	2.12406675844231	1.97976725587826	2.08757540406659	2.31354468102631	2.37955416516875	2.18291322672742	2.05661829992385	2.0661067143693	2.14446458521396	2.08562254611125	1.99897680967978	2.10017782733062	2.06108200249009	19080010
23.265886	1.76179146028424	1.63088544636519	1.72734674495833	1.93538245164188	1.99282433931864	1.81263247190019	1.68793977465342	1.70965954315571	1.78919970761642	1.72429008668479	1.66101745535173	1.73695000793109	1.70185186865227	19080010
25.952783	1.41927905156548	1.31503747924037	1.39575625964647	1.57223088318733	1.61176797692854	1.44755372246927	1.32906186972166	1.36251449388671	1.44699277432777	1.38906780793127	1.34916489439513	1.40803607716143	1.38062157883719	19080010
28.949981	1.09869426711933	1.0327681897217	1.09213425883617	1.22533076571159	1.24499144013636	1.08747588893729	0.990859237173694	1.02920985696667	1.1195662806617	1.07905916426453	1.06463464934268	1.11596383267532	1.09256290123198	19080010
32.293315	0.796199155258069	0.777431292608813	0.813262186571646	0.899514586416233	0.894535759663305	0.740287424315116	0.657396819060056	0.695425642768243	0.793991678378067	0.797844435095102	0.80435369689669	0.85431762651785	0.834734529214871	19080010
36.022759	0.526469325707784	0.546116391519596	0.558215876467623	0.588434591896476	0.566235701371819	0.430828609830941	0.406922324240357	0.411230238055358	0.483986119459775	0.54048678236843	0.571353826999253	0.624129561802525	0.618433185648538	19080010
40.182904	0.306206868515542	0.351647990979122	0.323320397423273	0.306024055679518	0.280035555741734	0.23297074181888	0.241545292858718	0.235464952523479	0.201285963563756	0.316879085505655	0.36855872984822	0.430599346964889	0.427536369281501	19080010
44.823489	0.143293092662683	0.195037041296224	0.135502716197453	0.103242477120381	0.114208381592069	0.10997592138087	0.129244119436345	0.111450592218849	0.0728127218970025	0.0891412802691631	0.189114331486455	0.258075946126249	0.252931422065336	19080010
50	0.0416723700616979	0.0691848671428261	0.0255589102773239	0.0126467466150645	0.0316282830756104	0.0412412119393563	0.0568845794749727	0.0374561023017592	0.0178455446761126	0.0071710106423847	0.0314323291086321	0.0863427860745309	0.105319333303536	19080010
